,Unnamed: 0,cluster_name,time,value
539,539,default,2019-03-13T16:09:00Z,2757166031
540,540,default,2019-03-13T16:09:00Z,4461919326
541,541,default,2019-03-13T16:09:00Z,161427483403
542,542,default,2019-03-13T16:09:00Z,4131513625
543,543,default,2019-03-13T16:09:00Z,1221017940268
544,544,default,2019-03-13T16:09:00Z,131054324796
545,545,default,2019-03-13T16:09:00Z,1144418503
546,546,default,2019-03-13T16:09:00Z,43079568585
547,547,default,2019-03-13T16:09:00Z,1866407534525
548,548,default,2019-03-13T16:09:00Z,380986470435
549,549,default,2019-03-13T16:09:00Z,138811794036
550,550,default,2019-03-13T16:09:00Z,1442537319
551,551,default,2019-03-13T16:09:00Z,89144637231
552,552,default,2019-03-13T16:09:00Z,2693272231
553,553,default,2019-03-13T16:09:00Z,10755874063
554,554,default,2019-03-13T16:09:00Z,42403447500
555,555,default,2019-03-13T16:09:00Z,3030951569
556,556,default,2019-03-13T16:09:00Z,1569028662
557,557,default,2019-03-13T16:09:00Z,221669020519
558,558,default,2019-03-13T16:09:00Z,151283606789
559,559,default,2019-03-13T16:10:00Z,258355152055
560,560,default,2019-03-13T16:10:00Z,155581042695
561,561,default,2019-03-13T16:10:00Z,165247491967
562,562,default,2019-03-13T16:10:00Z,1732623571
563,563,default,2019-03-13T16:10:00Z,128362879365
564,564,default,2019-03-13T16:10:00Z,169311349880
565,565,default,2019-03-13T16:10:00Z,5012472413
566,566,default,2019-03-13T16:10:00Z,7559048100
567,567,default,2019-03-13T16:10:00Z,2917098649
568,568,default,2019-03-13T16:10:00Z,24540613341
569,569,default,2019-03-13T16:10:00Z,1654031963
570,570,default,2019-03-13T16:10:00Z,386574174927
571,571,default,2019-03-13T16:10:00Z,150140236097
572,572,default,2019-03-13T16:10:00Z,4280767312
573,573,default,2019-03-13T16:10:00Z,1302057437618
574,574,default,2019-03-13T16:10:00Z,1958928325203
575,575,default,2019-03-13T16:10:00Z,1191361638
576,576,default,2019-03-13T16:10:00Z,43660919853
577,577,default,2019-03-13T16:10:00Z,3084618175
578,578,default,2019-03-13T16:10:00Z,91291484197
579,579,default,2019-03-13T16:10:00Z,140165215187
580,580,default,2019-03-13T16:10:00Z,1467457807
581,581,default,2019-03-13T16:10:00Z,43866143661
582,582,default,2019-03-13T16:10:00Z,2774867162
583,583,default,2019-03-13T16:10:00Z,11103588039
584,584,default,2019-03-13T16:11:00Z,2885049118
585,585,default,2019-03-13T16:11:00Z,11481266395
586,586,default,2019-03-13T16:11:00Z,8481027327
587,587,default,2019-03-13T16:11:00Z,170402096101
588,588,default,2019-03-13T16:11:00Z,264964224251
589,589,default,2019-03-13T16:11:00Z,159858211177
590,590,default,2019-03-13T16:11:00Z,5610095551
591,591,default,2019-03-13T16:11:00Z,1752475674
592,592,default,2019-03-13T16:11:00Z,174630192528
593,593,default,2019-03-13T16:11:00Z,130477821766
594,594,default,2019-03-13T16:11:00Z,45342095149
595,595,default,2019-03-13T16:11:00Z,1381272017425
596,596,default,2019-03-13T16:11:00Z,1708966296
597,597,default,2019-03-13T16:11:00Z,3080002557
598,598,default,2019-03-13T16:11:00Z,26421664762
599,599,default,2019-03-13T16:11:00Z,4452154440
600,600,default,2019-03-13T16:11:00Z,391009949386
601,601,default,2019-03-13T16:11:00Z,157185214382
602,602,default,2019-03-13T16:11:00Z,1512590798
603,603,default,2019-03-13T16:11:00Z,45190012181
604,604,default,2019-03-13T16:11:00Z,2049800482837
605,605,default,2019-03-13T16:11:00Z,1213435940
606,606,default,2019-03-13T16:11:00Z,184294608090
607,607,default,2019-03-13T16:11:00Z,3125770589
608,608,default,2019-03-13T16:11:00Z,93637139859
609,609,default,2019-03-13T16:12:00Z,3163870692
610,610,default,2019-03-13T16:12:00Z,96200317916
611,611,default,2019-03-13T16:12:00Z,268278309506
612,612,default,2019-03-13T16:12:00Z,179716203660
613,613,default,2019-03-13T16:12:00Z,132806707084
614,614,default,2019-03-13T16:12:00Z,1450583845343
615,615,default,2019-03-13T16:12:00Z,1750845086
616,616,default,2019-03-13T16:12:00Z,4612064786
617,617,default,2019-03-13T16:12:00Z,395319878654
618,618,default,2019-03-13T16:12:00Z,1546559531
619,619,default,2019-03-13T16:12:00Z,46068477981
620,620,default,2019-03-13T16:12:00Z,2967786966
621,621,default,2019-03-13T16:12:00Z,11815131069
622,622,default,2019-03-13T16:12:00Z,175301891545
623,623,default,2019-03-13T16:12:00Z,164301023086
624,624,default,2019-03-13T16:12:00Z,46768513633
625,625,default,2019-03-13T16:12:00Z,3152447589
626,626,default,2019-03-13T16:12:00Z,190029943111
627,627,default,2019-03-13T16:12:00Z,2129245223373
628,628,default,2019-03-13T16:12:00Z,8629630016
629,629,default,2019-03-13T16:12:00Z,5649080304
630,630,default,2019-03-13T16:12:00Z,27207027829
631,631,default,2019-03-13T16:12:00Z,1243422805
632,632,default,2019-03-13T16:12:00Z,1793053414
633,633,default,2019-03-13T16:12:00Z,199349496097
